Row.names	PathwayMutatedGenes	BRCAXControl_NumNonMuts	BRCAXControl_NumMuts	BRCAControl_NumNonMuts	BRCAControl_NumMuts	BRCAXControl_MutationRate	BRCAControl_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	POLR1A(1);ERCC3(1),POLR1C(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	POLR1A(1);ERCC3(1),POLR1C(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_STEROID_METABOLISM	CYP11B1(1),CYP7A1(1);CYP27A1(1),HSD3B1(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_STRIATED_MUSCLE_CONTRACTION	TNNT2(1);ACTN3(2)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_TOLL_LIKE_RECEPTOR_4_CASCADE	ECSIT(1);IRAK1(1),TLR10(1),TLR6(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_TOLL_LIKE_RECEPTOR_9_CASCADE	ECSIT(1);IRAK1(1),TLR10(1),TLR6(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_TRKA_SIGNALLING_FROM_THE_PLASMA_MEMBRANE	MDM2(1);ADCY5(1),CASP9(1),MAPK13(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_PYRIMIDINE_METABOLISM	ENTPD8(1),NME7(1),PNPT1(1),POLE2(1),POLR1A(1);CANT1(1),DHODH(2),DPYS(1),NME6(1),NT5C1A(1),POLA2(1),POLR1C(1),POLR3E(1),RRM1(1)	3	4	3	6	0.571428571429	0.666666666667	1.46197828270398	0.548951048951049	0.390360029179413	0.416224947220812
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	ADRA1B(1),AVPR1B(1),CCKAR(1),PTGER1(1);AGTR1(1),ANXA1(1),AVPR1B(1),DGKD(1),LPAR3(1),MLNR(2),PTAFR(1),TACR3(1),UTS2R(1)	3	4	3	6	0.571428571429	0.666666666667	1.46197828270398	0.548951048951049	0.390360029179413	0.416224947220812
BIOCARTA_HIVNEF_PATHWAY	CASP3(1),MDM2(1),RASA1(1),TRAF2(1);CASP3(1),CASP9(1),RASA1(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	CASP3(1),PRPH2(1);CASP3(1),CASP9(1),MAPK13(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
KEGG_CARDIAC_MUSCLE_CONTRACTION	TNNT2(1),UQCRC1(1);CACNB3(1),COX4I2(1),COX6A2(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
KEGG_COLORECTAL_CANCER	CASP3(1),MSH2(1);CASP3(1),CASP9(1),PIK3R5(1),TGFB2(1),TGFBR1(2)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
KEGG_GAP_JUNCTION	MAP3K2(1),PDGFRA(1);ADCY5(1),GNAI2(1),PDGFB(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
KEGG_GNRH_SIGNALING_PATHWAY	MAP3K2(1),PTK2B(1);ADCY5(1),MAPK13(1),PLA2G12B(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
KEGG_P53_SIGNALING_PATHWAY	CASP3(1),MDM2(1);CASP3(1),CASP9(1),CD82(1),SESN3(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
KEGG_RNA_DEGRADATION	EXOSC10(1),PABPC3(1),PATL1(1),PNPT1(1);ENO1(1),EXOSC1(1),LSM7(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
KEGG_VIRAL_MYOCARDITIS	CASP3(1),PRF1(1);CASP3(1),CASP9(1),SGCA(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS	CLP1(1),DHX9(1);ERCC3(1),HNRNPA2B1(1),PABPN1(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
REACTOME_FORMATION_AND_MATURATION_OF_MRNA_TRANSCRIPT	CLP1(1),DHX9(1),GTF2E2(1);ERCC3(1),HNRNPA2B1(1),PABPN1(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	ECI1(1),HADHA(1);ACADS(1),ACADVL(1),HADHA(2)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS	CYP11B1(1),CYP7A1(1),FMO3(1);CYP27A1(1),CYP2S1(1),CYP2U1(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
REACTOME_PLATELET_DEGRANULATION	GP1BA(1),TLN1(1);HGF(1),PDGFB(1),TGFB2(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
REACTOME_SIGNALING_IN_IMMUNE_SYSTEM	ECSIT(1),PROC(1),SLC16A8(1);CD47(1),CD96(1),DUSP7(1),IRAK1(1),MERTK(1),TLR10(1),TLR6(1)	5	2	6	3	0.285714285714	0.333333333333	1.23276404990664	0.634615384615385	0.20385887657505	0.475648634054327
KEGG_PURINE_METABOLISM	ENTPD8(1),GMPS(1),NME7(1),PGM2(1),PNPT1(1),POLE2(1),POLR1A(1);ADCY5(1),CANT1(1),ENPP1(1),ENTPD2(1),NME6(1),NPR2(1),NT5C1A(1),POLA2(1),POLR1C(1),POLR3E(1),PRPS1L1(1),RRM1(1)	1	6	1	8	0.857142857143	0.888888888889	1.30929462547616	0.7	0.19047619047619	0.500964238682898
REACTOME_DOWNSTREAM_EVENTS_IN_GPCR_SIGNALING	ADRA1B(1),AVPR1B(1),CCKAR(1),CCR8(1),GALR1(1),OPRL1(1),PTGER1(1),ROCK2(1),TAAR1(1),TAAR6(1);ADCY5(1),ADRA2C(1),AGTR1(1),ANXA1(1),AVPR1B(1),CNR1(1),DGKD(1),GALR1(1),GALR3(1),GNAI2(1),LPAR3(1),MLNR(2),PIK3R5(1),PTAFR(1),PYY(1),S1PR2(1),S1PR3(1),SSTR5(1),TACR3(1),UTS2R(1)	1	6	1	8	0.857142857143	0.888888888889	1.30929462547616	0.7	0.19047619047619	0.500964238682898
REACTOME_OLFACTORY_SIGNALING_PATHWAY	OR10K1(1),OR1J4(1),OR4C6(1),OR4F15(1),OR51D1(1),OR51F1(1),OR51S1(1),OR5AP2(1),OR5B3(1),OR5T3(1),OR7A10(1);OR10J5(1),OR1A2(1),OR1L1(1),OR1S1(1),OR2B6(1),OR2L8(1),OR2M7(1),OR51F1(1),OR51T1(1),OR52M1(1),OR6B2(1),OR6C4(1),OR6Y1(1),OR8B8(1),OR8D1(1),OR9Q1(1)	1	6	1	8	0.857142857143	0.888888888889	1.30929462547616	0.7	0.19047619047619	0.500964238682898
KEGG_TGF_BETA_SIGNALING_PATHWAY	AMH(1),BMP6(1),COMP(1),RBL2(1),ROCK2(1),SMAD6(1),SMAD7(1),SP1(1);BMP6(1),CHRD(1),TGFB2(1),TGFBR1(2)	4	3	5	4	0.428571428571	0.444444444444	1.06234662021687	0.671328671328671	0.0634920634920633	0.522395298501843
REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION	PDHX(1),RAPGEF4(1),UQCRC1(1);CACNB3(1),ENO1(1),GNAI2(1),NDUFA1(1)	4	3	5	4	0.428571428571	0.444444444444	1.06234662021687	0.671328671328671	0.0634920634920633	0.522395298501843
REACTOME_REGULATION_OF_INSULIN_SECRETION	PDHX(1),RAPGEF4(1),UQCRC1(1);ADCY5(1),ADRA2C(1),CACNB3(1),ENO1(1),GNAI2(1),NDUFA1(1)	4	3	5	4	0.428571428571	0.444444444444	1.06234662021687	0.671328671328671	0.0634920634920633	0.522395298501843
REACTOME_SIGNALLING_BY_NGF	CASP3(1),MDM2(1),SORCS3(1);ADCY5(1),CASP3(1),CASP9(1),DUSP7(1),IRAK1(1),MAPK13(1),PCSK5(3),RTN4(1),SH3GL2(1)	4	3	5	4	0.428571428571	0.444444444444	1.06234662021687	0.671328671328671	0.0634920634920633	0.522395298501843
KEGG_PARKINSONS_DISEASE	CASP3(1),GPR37(1),UQCRC1(1),VDAC3(1);CASP3(1),CASP9(1),COX4I2(1),COX6A2(1),NDUFA1(1)	3	4	4	5	0.571428571429	0.555555555556	0.941312356032962	0.714160839160839	-0.0634920634920635	0.99936103192531
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	FGF22(1),PDGFRA(1),ROCK2(1),SCIN(1),SSH3(1);ACTN3(2),FGFR2(1),IQGAP2(1),ITGA7(1),PDGFB(1),PIK3R5(1)	3	4	4	5	0.571428571429	0.555555555556	0.941312356032962	0.714160839160839	-0.0634920634920635	0.99936103192531
REACTOME_GLUCOSE_AND_OTHER_SUGAR_SLC_TRANSPORTERS	RHCG(1),SLC16A8(1),SLC39A3(1),SLC39A4(2),SLC6A12(2);RHCG(1),SLC13A1(1),SLC13A3(1),SLC16A7(1),SLC2A3(1),SLC2A5(1),SLC39A2(1),SLC44A5(1)	3	4	4	5	0.571428571429	0.555555555556	0.941312356032962	0.714160839160839	-0.0634920634920635	0.99936103192531
BIOCARTA_BCELLSURVIVAL_PATHWAY	CASP3(1);CASP3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_CARM_ER_PATHWAY	HDAC10(1);ERCC3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_CHREBP2_PATHWAY	PRKAG3(1);MLXIPL(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_DNAFRAGMENT_PATHWAY	CASP3(1);CASP3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_EIF_PATHWAY	EIF6(1);EIF6(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_ETC_PATHWAY	UQCRC1(1);NDUFA1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_FAS_PATHWAY	CASP3(1);CASP3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_FEEDER_PATHWAY	MPI(1);LCT(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_HDAC_PATHWAY	MYOD1(1);MEF2D(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_HIF_PATHWAY	LDHA(1);ARNT(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_IGF1_PATHWAY	RASA1(1);RASA1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_IL2_PATHWAY	STAT5A(1);IL2RA(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_IL2RB_PATHWAY	STAT5A(1);IL2RA(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_INSULIN_PATHWAY	RASA1(1);RASA1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_NUCLEARRS_PATHWAY	NR1H4(1);NR1H4(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_PITX2_PATHWAY	TRRAP(1);FZD1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_SPRY_PATHWAY	RASA1(1);RASA1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
BIOCARTA_TCR_PATHWAY	RASA1(1);RASA1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_ACUTE_MYELOID_LEUKEMIA	STAT5A(1);PIK3R5(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	SLC9A3R2(1);PIK3R5(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	LDHA(1);CTH(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_DNA_REPLICATION	POLE2(1);POLA2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	GMPS(1);DPYS(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_ERBB_SIGNALING_PATHWAY	STAT5A(1);PIK3R5(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_FATTY_ACID_BIOSYNTHESIS	OLAH(1);MCAT(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	B4GALT7(1);CSGALNACT2(1),XYLT2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	GRHPR(1);HAO2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_MAPK_SIGNALING_PATHWAY	CASP3(1),DUSP5(1),ECSIT(1),FGF22(1),MAP3K2(1),MAPKAPK5(1),PDGFRA(1),RAPGEF2(1),RASA1(1),TRAF2(1);CACNB3(1),CASP3(1),DUSP7(1),FGFR2(1),MAPK13(1),PDGFB(1),PLA2G12B(1),PTPN5(1),RASA1(1),RASGRP4(1),TGFB2(1),TGFBR1(2)	2	5	3	6	0.714285714286	0.666666666667	0.81118523863162	0.769230769230769	-0.20385887657505	0.99936155647398
KEGG_MTOR_SIGNALING_PATHWAY	RPTOR(1);PIK3R5(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_NITROGEN_METABOLISM	GLUL(1);CTH(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_NON_HOMOLOGOUS_END_JOINING	XRCC4(1);XRCC4(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_NUCLEOTIDE_EXCISION_REPAIR	POLE2(1);ERCC3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_OOCYTE_MEIOSIS	CDC27(1);ADCY5(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_OTHER_GLYCAN_DEGRADATION	NEU3(1);NEU4(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_OTHER_TYPES_OF_O_GLYCAN_BIOSYNTHESIS	POFUT2(1);GLT25D1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	ROCK2(1);HCLS1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM2(1);PRPS1L1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	CYP7A1(1);CYP27A1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_STARCH_AND_SUCROSE_METABOLISM	PGM2(1);ENPP1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_STEROID_BIOSYNTHESIS	CEL(1);CEL(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
KEGG_STEROID_HORMONE_BIOSYNTHESIS	CYP11B1(1),CYP7A1(1);HSD3B1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	CDC7(1);ORC6(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_ACTIVATION_OF_RAC	ROBO1(1);ROBO1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	MDM2(1);CASP9(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	CASP3(1);CASP3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	CASP3(1);CASP3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	CASP3(1);CASP3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_CLASS_B2_SECRETIN_FAMILY_RECEPTORS	IHH(1);FZD1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	XRCC4(1);XRCC4(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	FGF22(1);FGFR2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	XRCC4(1);XRCC4(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_EGFR_DOWNREGULATION	EPN1(1);SH3GL2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_ELECTRON_TRANSPORT_CHAIN	UQCRC1(1);NDUFA1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_ENDOGENOUS_STEROLS	CYP11B1(1),CYP7A1(1);CYP27A1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_EXTENSION_OF_TELOMERES	POLE2(1);POLA2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_FANCONI_ANEMIA_PATHWAY	FANCD2(1);PALB2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	FGF22(1);FGFR2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_FRS2MEDIATED_CASCADE	FGF22(1);FGFR2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_G2_M_CHECKPOINTS	CDC7(1);ORC6(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_GENE_EXPRESSION	CLP1(1),DHX9(1),GTF2E2(1),HARS(1),KARS(1),NARS(1),NARS2(1),NR1H4(1),NR2F6(1),NUP93(1),SLBP(1);ERCC3(1),HNRNPA2B1(1),MED16(1),NR1H4(1),NXF1(1),PABPN1(1),RPS3(1)	2	5	3	6	0.714285714286	0.666666666667	0.81118523863162	0.769230769230769	-0.20385887657505	0.99936155647398
REACTOME_GENES_INVOLVED_IN_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	CASP3(1),MST4(1);CASP3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_GLOBAL_GENOMIC_NER	POLE2(1);ERCC3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_GLUCOSE_METABOLISM	PGM2(1);ENO1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_GLUCOSE_TRANSPORT	NUP93(1);SLC2A3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_HIV1_TRANSCRIPTION_INITIATION	GTF2E2(1);ERCC3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_INFLUENZA_LIFE_CYCLE	NUP93(1);RPS3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	RAPGEF4(1),TLN1(1);ITGA7(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	GTF2E2(1),NUP93(1);ERCC3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	AP1B1(1);SH3GL2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_METABOLISM_OF_BILE_ACIDS_AND_BILE_SALTS	CYP7A1(1);CYP27A1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	ACER1(1),CEL(1),CYP11B1(1),CYP7A1(1),DEGS1(1),ECI1(1),HADHA(1),PNLIPRP2(1);ABCD1(1),ACADS(1),ACADVL(1),ANGPTL4(1),CEL(1),CYP27A1(1),HACL1(1),HADHA(2),HSD3B1(1)	2	5	3	6	0.714285714286	0.666666666667	0.81118523863162	0.769230769230769	-0.20385887657505	0.99936155647398
REACTOME_METABOLISM_OF_RNA	NUP93(1);EXOSC1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_MRNA_3_END_PROCESSING	CLP1(1);PABPN1(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_MYOGENESSIS	MYOD1(1);MEF2D(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_NEURORANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	MDM2(1);GRIK3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	POLE2(1);ERCC3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_PHOSPHOLIPASE_CMEDIATED_CASCADE	FGF22(1);FGFR2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_PI3K_AKT_SIGNALLING	MDM2(1);CASP9(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_PI3K_CASCADE	FGF22(1);FGFR2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	RAPGEF4(1),TLN1(1);ADRA2C(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_PURINE_METABOLISM	GMPS(1);NT5C1A(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	NKX6-1(1);RPS3(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA	CYP7A1(1);ANGPTL4(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	GTF3A(1);POLR3E(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION	GTF3A(1);POLR3E(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
REACTOME_SIGNALING_BY_EGFR	EPN1(1);SH3GL2(1)	6	1	8	1	0.142857142857	0.111111111111	0.763770033529558	0.825	-0.19047619047619	0.99936155647398
