Row.names	PathwayMutatedGenes	BRCAControl_NumNonMuts	BRCAControl_NumMuts	BRCACancer_NumNonMuts	BRCACancer_NumMuts	BRCAControl_MutationRate	BRCACancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_LAGGING_STRAND_SYNTHESIS	POLA2(1);POLA2(1),RPA1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_METABOLISM_OF_AMINO_ACIDS	BBOX1(1);MCCC1(1),SLC7A6(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_MRNA_3_END_PROCESSING	PABPN1(1);CLP1(1),PABPN1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	NR1H4(1);NR0B1(1),RORB(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	RPS3(1);PDX1(2),RPL35A(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	GNAI2(1);ITPR1(1),ITPR2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_FREE_FATTY_ACIDS	GNAI2(1);ITPR1(1),ITPR2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE	POLA2(1);POLA2(1),RPA1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_SIGNALING_BY_EGFR	SH3GL2(1);ADAM12(1),SPRY2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
SIG_BCR_SIGNALING_PATHWAY	CD22(1);ITPR1(1),ITPR2(1),SYK(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
SIG_CD40PATHWAYMAP	MAPK13(1);NFKB1(1),NFKB2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
ST_FAS_SIGNALING_PATHWAY	CASP3(1);NFKB1(1),NFKB2(1),PFN2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
ST_INTEGRIN_SIGNALING_PATHWAY	ITGA7(1);ITGA3(1),ITGA7(1),TLN1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
ST_P38_MAPK_PATHWAY	MAPK13(1);MYEF2(1),NFKB1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
ST_T_CELL_SIGNAL_TRANSDUCTION	RASGRP4(1);NFKB1(1),NFKB2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_AXON_GUIDANCE	GNAI2(1),RASA1(1),RHOD(1),ROBO1(1);ABLIM3(1),L1CAM(1),PLXNB2(1),ROBO1(2),SEMA3G(1),SEMA5A(1)	5	4	3	5	0.444444444444	0.625	1.99353479107796	0.399218428630193	0.744449626847633	0.30230198641759
KEGG_GLUTAMATERGIC_SYNAPSE	ADCY5(1),GNAI2(1),GRIK3(1),GRIN3B(1),PLA2G12B(1);ADCY5(1),GRM2(1),GRM7(1),ITPR1(1),ITPR2(1),PLA2G2D(1)	5	4	3	5	0.444444444444	0.625	1.99353479107796	0.399218428630193	0.744449626847633	0.30230198641759
KEGG_PROSTATE_CANCER	CASP9(1),FGFR2(1),PDGFB(1),PIK3R5(1);ARAF(1),CCNE1(1),CREB3L4(1),ERBB2(1),FGFR2(1),NFKB1(1),PDGFRA(1)	5	4	3	5	0.444444444444	0.625	1.99353479107796	0.399218428630193	0.744449626847633	0.30230198641759
KEGG_TGF_BETA_SIGNALING_PATHWAY	BMP6(1),CHRD(1),TGFB2(1),TGFBR1(2);FST(1),INHBA(1),INHBE(1),SMAD7(1),TGFBR2(1)	5	4	3	5	0.444444444444	0.625	1.99353479107796	0.399218428630193	0.744449626847633	0.30230198641759
REACTOME_REGULATION_OF_INSULIN_SECRETION	ADCY5(1),ADRA2C(1),CACNB3(1),ENO1(1),GNAI2(1),NDUFA1(1);ADCY5(1),ADRA2C(4),CACNB3(1),ENO1(1),GAPDHS(1),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFB8(1),PFKFB1(1),SUCLG1(1)	5	4	3	5	0.444444444444	0.625	1.99353479107796	0.399218428630193	0.744449626847633	0.30230198641759
REACTOME_SIGNALLING_BY_NGF	ADCY5(1),CASP3(1),CASP9(1),DUSP7(1),IRAK1(1),MAPK13(1),PCSK5(3),RTN4(1),SH3GL2(1);ADCY5(1),ITPR1(1),ITPR2(1),NFKB1(1),NTRK2(1),PSEN2(1),SORCS3(1)	5	4	3	5	0.444444444444	0.625	1.99353479107796	0.399218428630193	0.744449626847633	0.30230198641759
KEGG_CELL_ADHESION_MOLECULES_CAMS	CADM1(1),CD22(1),CLDN23(1);CD274(1),CNTNAP1(1),ICAM3(1),L1CAM(1),NCAM2(1)	6	3	4	4	0.333333333333	0.5	1.91838804403785	0.419374742904154	0.696932052437169	0.303415649155039
KEGG_GNRH_SIGNALING_PATHWAY	ADCY5(1),MAPK13(1),PLA2G12B(1);ADCY5(1),CALML5(1),ITPR1(1),ITPR2(1),PLA2G2D(1)	6	3	4	4	0.333333333333	0.5	1.91838804403785	0.419374742904154	0.696932052437169	0.303415649155039
KEGG_MRNA_SURVEILLANCE_PATHWAY	NXF1(1),PABPN1(1),SMG7(1);CLP1(1),PABPC3(1),PABPC4L(2),PABPN1(1),UPF2(1)	6	3	4	4	0.333333333333	0.5	1.91838804403785	0.419374742904154	0.696932052437169	0.303415649155039
KEGG_PANCREATIC_CANCER	CASP9(1),PIK3R5(1),TGFB2(1),TGFBR1(2);ARAF(1),ERBB2(1),NFKB1(1),TGFBR2(1)	6	3	4	4	0.333333333333	0.5	1.91838804403785	0.419374742904154	0.696932052437169	0.303415649155039
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	IFNA14(1),IFNA6(1),IRAK1(1),MAPK13(1),PIK3R5(1),TLR6(1);IFNAR1(1),IRF3(1),NFKB1(1),TLR3(1)	6	3	4	4	0.333333333333	0.5	1.91838804403785	0.419374742904154	0.696932052437169	0.303415649155039
REACTOME_METABOLISM_OF_PROTEINS	CCT3(1),GPAA1(2),PIGG(1),PLAUR(1),RPS3(1),TBCC(1);FBXW10(1),LONP2(1),PIGF(1),PIGL(1),PIGM(1),RPL35A(1)	6	3	4	4	0.333333333333	0.5	1.91838804403785	0.419374742904154	0.696932052437169	0.303415649155039
REACTOME_TOLL_RECEPTOR_CASCADES	DUSP7(1),IRAK1(1),TLR10(1),TLR6(1);IRF3(1),NFKB1(1),NFKB2(1),TLR3(1)	6	3	4	4	0.333333333333	0.5	1.91838804403785	0.419374742904154	0.696932052437169	0.303415649155039
Byers_EMT	C1orf172(1),MAPK13(1);KRT19(1),TACSTD2(1),TMEM30B(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
KEGG_BASAL_TRANSCRIPTION_FACTORS	ERCC3(1),TAF5L(1);GTF2IRD1(1),TAF1(1),TAF11(1),TAF2(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
KEGG_BILE_SECRETION	ADCY5(1),NR1H4(1);ADCY5(1),AQP8(1),EPHX1(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
KEGG_ECM_RECEPTOR_INTERACTION	CD47(1),COL6A1(1),ITGA7(1);COL1A2(1),ITGA3(1),ITGA7(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
KEGG_ENDOMETRIAL_CANCER	CASP9(1),PIK3R5(1);APC2(1),ARAF(1),ERBB2(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
KEGG_GLIOMA	PDGFB(1),PIK3R5(1);ARAF(1),CALML5(1),PDGFRA(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CD22(1),IL11(1),IL2RA(1);IL2RA(1),IL5(1),ITGA3(1),TFRC(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	IRAK1(1),MAPK13(1),PIK3R5(1);CALML5(1),NFKB1(1),NTRK2(1),PSEN2(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
KEGG_PROPANOATE_METABOLISM	HADHA(2),MLYCD(1);ALDH3A2(1),MUT(1),SUCLG1(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	ACADS(1),HADHA(2);ALDH3A2(1),MCCC1(1),MUT(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	ORC6(1),POLA2(1);CCNE1(1),CDC25A(1),POLA2(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_G1_S_TRANSITION	ORC6(1),POLA2(1);CCNE1(1),CDC25A(1),POLA2(1),RPA1(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	ADCY5(1),GNAI2(1);ADCY5(1),MC2R(1),RLN3(2)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_HIV_INFECTION	ERCC3(1),XRCC4(1);SUPT4H1(1),TAF1(1),TAF11(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_HIV_LIFE_CYCLE	ERCC3(1),XRCC4(1);SUPT4H1(1),TAF1(1),TAF11(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	ENPP1(1),FLAD1(1),SLC2A3(1);COASY(1),CYB5R3(1),SLC23A2(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_MUSCLE_CONTRACTION	ACTN3(2);MYL1(1),MYL2(1),TLN1(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_PLATELET_ACTIVATION_TRIGGERS	GNAI2(1),PIK3R5(1);COL1A2(1),F2R(1),PRKCZ(1),SYK(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	ONECUT3(2),PTF1A(1),RPS3(1);ONECUT3(1),PDX1(2),RPL35A(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE_1	ADCY5(1),CACNB3(1),GNAI2(1);ADCY5(1),CACNB3(1),ITPR1(1),ITPR2(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_S_PHASE	ORC6(1),POLA2(1);CCNE1(1),CDC25A(1),POLA2(1),RPA1(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	CACNB3(1),GRIK3(1),RIMS1(1),SYN2(1);CACNB3(1),FNBP1L(1),RIMS1(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_TRKA_SIGNALLING_FROM_THE_PLASMA_MEMBRANE	ADCY5(1),CASP9(1),MAPK13(1);ADCY5(1),ITPR1(1),ITPR2(1)	7	2	5	3	0.222222222222	0.375	2.00863490894652	0.436651583710407	0.690041598316658	0.336770504893362
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	ADRA2C(1),AGTR1(1),ANXA1(1),AVPR1B(1),CNR1(1),GALR1(1),GALR3(1),LPAR3(1),MLNR(2),PTAFR(1),PYY(1),S1PR2(1),S1PR3(1),SSTR5(1),TACR3(1),UTS2R(1);ADRA2C(4),AGTR1(1),CCL25(1),CCR6(1),CHRM5(1),F2R(1),MC2R(1),OPRL1(1),PROKR2(1),QRFPR(1),RLN3(2)	2	7	1	7	0.777777777778	0.875	1.92189646169608	0.547058823529411	0.524845656324755	0.372066558538576
KEGG_ENDOCYTOSIS	ACAP3(1),FAM125B(1),FGFR2(1),IL2RA(1),IQSEC3(1),PIP5KL1(1),SH3GL2(1),TGFB2(1),TGFBR1(2),VPS37B(1),VPS37C(1),VTA1(1);CAV3(1),F2R(1),FAM125B(1),FGFR2(1),IL2RA(1),PDGFRA(1),PRKCZ(1),RAB11FIP5(1),SMAD7(1),TFRC(1),TGFBR2(1),VPS37A(1),VPS37C(1)	3	6	2	6	0.666666666667	0.75	1.4647188349481	0.563348416289592	0.37638632635454	0.416444061864424
KEGG_MAPK_SIGNALING_PATHWAY	CACNB3(1),CASP3(1),DUSP7(1),FGFR2(1),MAPK13(1),PDGFB(1),PLA2G12B(1),PTPN5(1),RASA1(1),RASGRP4(1),TGFB2(1),TGFBR1(2);CACNB3(1),DUSP2(2),DUSP5(1),FGF13(1),FGFR2(1),NFKB1(1),NFKB2(1),NTRK2(1),PDGFRA(1),PLA2G2D(1),RRAS(1),TGFBR2(1)	3	6	2	6	0.666666666667	0.75	1.4647188349481	0.563348416289592	0.37638632635454	0.416444061864424
REACTOME_GENE_EXPRESSION	ERCC3(1),HNRNPA2B1(1),MED16(1),NR1H4(1),NXF1(1),PABPN1(1),RPS3(1);CLP1(1),NR0B1(1),PABPN1(1),PARS2(2),QARS(1),RORB(1),RPL35A(1),SUPT4H1(1),TAF1(1),TAF11(1),TARS2(1),YARS2(1)	3	6	2	6	0.666666666667	0.75	1.4647188349481	0.563348416289592	0.37638632635454	0.416444061864424
KEGG_ALZHEIMERS_DISEASE	APBB1(1),ATF6(1),CASP3(1),CASP9(1),COX4I2(1),COX6A2(1),NDUFA1(1);CALML5(1),COX6A2(1),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFB8(1),PSEN2(1)	4	5	3	5	0.555555555556	0.625	1.31091513314881	0.580625257095845	0.290388355182154	0.446105951721419
KEGG_OSTEOCLAST_DIFFERENTIATION	MAPK13(1),NCF2(2),PIK3R5(1),TGFB2(1),TGFBR1(2);IFNAR1(1),LILRA3(1),NFKB1(1),NFKB2(1),SIRPA(1),SYK(1),TGFBR2(1)	4	5	3	5	0.555555555556	0.625	1.31091513314881	0.580625257095845	0.290388355182154	0.446105951721419
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	ADCY5(1),CACNB3(1),ENO1(1),GNAI2(1),MLXIPL(1),NDUFA1(1);ADCY5(1),CACNB3(1),ENO1(1),GAPDHS(1),NDUFA1(1),NDUFB8(1),PFKFB1(1),SUCLG1(1)	4	5	3	5	0.555555555556	0.625	1.31091513314881	0.580625257095845	0.290388355182154	0.446105951721419
KEGG_HEPATITIS_C	CLDN23(1),IFNA14(1),IFNA6(1),MAPK13(1),PIK3R5(1);ARAF(1),IFNAR1(1),IRF3(1),NFKB1(1),TLR3(1)	5	4	4	4	0.444444444444	0.5	1.23365011484273	0.600781571369806	0.229061423645426	0.469926600260082
REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION	CACNB3(1),ENO1(1),GNAI2(1),NDUFA1(1);CACNB3(1),ENO1(1),GAPDHS(1),NDUFA1(1),NDUFB8(1),PFKFB1(1),SUCLG1(1)	5	4	4	4	0.444444444444	0.5	1.23365011484273	0.600781571369806	0.229061423645426	0.469926600260082
BIOCARTA_HIVNEF_PATHWAY	CASP3(1),CASP9(1),RASA1(1);BAG4(1),DFFB(1),NFKB1(1),PSEN2(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
BIOCARTA_TOB1_PATHWAY	IL2RA(1),TGFB2(1),TGFBR1(2);IL2RA(1),TGFBR2(1),TOB2(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	CASP3(1),CASP9(1),MAPK13(1);NEFM(1),PRPH(1),TOMM40L(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_CHRONIC_MYELOID_LEUKEMIA	PIK3R5(1),TGFB2(1),TGFBR1(2);ARAF(1),NFKB1(1),TGFBR2(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_COLORECTAL_CANCER	CASP3(1),CASP9(1),PIK3R5(1),TGFB2(1),TGFBR1(2);APC2(1),ARAF(1),TGFBR2(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	IFNA14(1),IFNA6(1),IL33(1),POLR1C(1),POLR3E(1);IL33(1),IRF3(1),NFKB1(1),POLR3GL(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	MAPK13(1),PIK3R5(1),PLA2G12B(1);IL5(1),PLA2G2D(1),SYK(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_GAP_JUNCTION	ADCY5(1),GNAI2(1),PDGFB(1);ADCY5(1),ITPR1(1),ITPR2(1),PDGFRA(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_MELANOMA	HGF(1),PDGFB(1),PIK3R5(1);ARAF(1),FGF13(1),PDGFRA(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_P53_SIGNALING_PATHWAY	CASP3(1),CASP9(1),CD82(1),SESN3(1);CCNE1(1),PPM1D(1),RCHY1(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_PROTEIN_DIGESTION_AND_ABSORPTION	CELA2A(1),COL6A1(1),COL9A3(1);ACE2(1),COL1A2(1),SLC15A1(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
KEGG_RNA_TRANSPORT	NXF1(1),RPP38(1),TACC3(1);PABPC3(1),PABPC4L(2),UPF2(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
REACTOME_CELL_CYCLE_MITOTIC	AURKB(1),ORC6(1),POLA2(1),RCC2(2);CCNE1(1),CDC25A(1),POLA2(1),RPA1(1),TSGA14(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS	ERCC3(1),HNRNPA2B1(1),PABPN1(1);CLP1(1),PABPN1(1),SUPT4H1(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
REACTOME_OPIOID_SIGNALLING	ADCY5(1),GNAI2(1),GNAT3(1);ADCY5(1),ITPR1(1),ITPR2(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
REACTOME_PLATELET_DEGRANULATION	HGF(1),PDGFB(1),TGFB2(1);FGB(1),SPARC(1),TLN1(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	GPAA1(2),PIGG(1),PLAUR(1);PIGF(1),PIGL(1),PIGM(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
REACTOME_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	GPAA1(2),PIGG(1),PLAUR(1);PIGF(1),PIGL(1),PIGM(1)	6	3	5	3	0.333333333333	0.375	1.18716021521831	0.626696832579185	0.179435140641318	0.492138258879231
BIOCARTA_DEATH_PATHWAY	CASP3(1),CASP9(1);DFFB(1),NFKB1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
BIOCARTA_GSK3_PATHWAY	FZD1(1),IRAK1(1);FZD1(1),NFKB1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
BIOCARTA_NTHI_PATHWAY	TGFBR1(2);NFKB1(1),TGFBR2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
BIOCARTA_RAC1_PATHWAY	NCF2(2);MYL2(1),PDGFRA(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
BIOCARTA_TGFB_PATHWAY	TGFB2(1),TGFBR1(2);SMAD7(1),TGFBR2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
BIOCARTA_TOLL_PATHWAY	IRAK1(1),TLR10(1),TLR6(1);NFKB1(1),TLR3(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_APOPTOSIS	CASP3(1),CASP9(1),IRAK1(1),PIK3R5(1);DFFB(1),ENDOG(1),NFKB1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	CD22(1),PIK3R5(1);NFKB1(1),SYK(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_BLADDER_CANCER	DAPK1(1),RASSF1(1);ARAF(1),ERBB2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_BUTANOATE_METABOLISM	ACADS(1),HADHA(2);BDH2(1),PDHA2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	CFI(1),PLAUR(1);C1QB(1),C1R(1),F2R(1),FGB(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_GLYCEROLIPID_METABOLISM	CEL(1),DGKD(1);ALDH3A2(1),GLYCTK(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	DPYS(1),ENPP1(1);COASY(1),VNN2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_SHIGELLOSIS	HCLS1(1),MAPK13(1);NFKB1(1),PFN2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_SMALL_CELL_LUNG_CANCER	CASP9(1),PIK3R5(1);CCNE1(1),ITGA3(1),NFKB1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_STAPHYLOCOCCUS_AUREUS_INFECTION	CFI(1),PTAFR(1);C1QB(1),C1R(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	MAPK13(1),PIK3R5(1);IL5(1),NFKB1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
KEGG_TRYPTOPHAN_METABOLISM	HADHA(2);ALDH3A2(1),TPH2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	ORC6(1),POLA2(1);POLA2(1),RPA1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_DNA_REPLICATION_PRE_INITIATION	ORC6(1),POLA2(1);POLA2(1),RPA1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_MRNA_SPLICING	HNRNPA2B1(1),PABPN1(1);CLP1(1),PABPN1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	RIMS1(1),SYN2(1);FNBP1L(1),RIMS1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	CASP3(1),IRAK1(1),RTN4(1);NFKB1(1),PSEN2(1),SORCS3(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_RHO_GTPASE_CYCLE	ARHGDIG(1),RHOD(1);ARHGAP31(1),RHOBTB2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_SIGNALING_BY_TGF_BETA	TGFBR1(2);SMAD7(1),TGFBR2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_STEROID_METABOLISM	CYP27A1(1),HSD3B1(1);MVD(2)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_STRIATED_MUSCLE_CONTRACTION	ACTN3(2);MYL1(1),MYL2(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
REACTOME_SYNTHESIS_OF_DNA	ORC6(1),POLA2(1);POLA2(1),RPA1(1)	7	2	6	2	0.222222222222	0.25	1.15610568433705	0.664705882352941	0.134767923343773	0.5166652513874
BIOCARTA_AKT_PATHWAY	CASP9(1);NFKB1(1)	8	1	7	1	0.111111111111	0.125	1.13389217105115	0.735294117647059	0.0887151079037292	0.553046812961467
