Row.names	PathwayMutatedGenes	BRCA12Cancer_NumNonMuts	BRCA12Cancer_NumMuts	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCA12Cancer_MutationRate	BRCAXCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	CDC25A(1),RPA1(1);HUS1(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	SLC7A6(1);SLC7A3(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_A_THIRD_PROTEOLYTIC_CLEAVAGE_RELEASES_NICD	PSEN2(1);PSEN2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_BASE_EXCISION_REPAIR	MUTYH(1);CCNO(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	MUTYH(1);CCNO(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_CITRIC_ACID_CYCLE	SUCLG1(1);IDH3A(2),SUCLG2(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_G2_M_CHECKPOINTS	CDC25A(1),RPA1(1);HUS1(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_GLUCOSE_AND_OTHER_SUGAR_SLC_TRANSPORTERS	SLC5A11(1);SLC2A11(1),SLC2A3(1),SLC2A4(1),SLC5A7(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_GLUCOSE_TRANSPORT	SLC37A4(1);NUP155(1),SLC2A3(1),SLC2A4(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	RPL35A(1);RPL7(2),RPS16(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	PSEN2(1);PSEN2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_PEPTIDE_CHAIN_ELONGATION	RPL35A(1);RPL7(2),RPS16(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_PYRIMIDINE_CATABOLISM	NT5C1A(1);NT5C3(2),NT5M(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_PYRIMIDINE_METABOLISM	NT5C1A(1);NT5C3(2),NT5M(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE	SUCLG1(1);IDH3A(2),SUCLG2(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_REMOVAL_OF_DNA_PATCH_CONTAINING_ABASIC_RESIDUE	MUTYH(1);CCNO(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	MUTYH(1);CCNO(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_SIGNALING_BY_NOTCH	PSEN2(1);PSEN2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
REACTOME_VIRAL_MRNA_TRANSLATION	RPL35A(1);RPL7(2),RPS16(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
SA_CASPASE_CASCADE	DFFB(1);PRF1(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_HIVNEF_PATHWAY	BAG4(1),DFFB(1),NFKB1(1),PSEN2(1);LMNB1(1),MDM2(3),PARP1(1),PSEN2(3),TRAF2(3)	5	3	5	6	0.375	0.545454545455	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397313708
KEGG_ERBB_SIGNALING_PATHWAY	ARAF(1),ERBB2(1),NRG3(1);MTOR(1),NRG2(1),PIK3CA(2),PIK3R5(1),SHC2(1)	5	3	5	6	0.375	0.545454545455	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397313708
KEGG_INSULIN_SIGNALING_PATHWAY	ARAF(1),CALML5(1),PRKCZ(1);MTOR(1),PIK3CA(2),PIK3R5(1),RPTOR(2),SHC2(1),SLC2A4(1)	5	3	5	6	0.375	0.545454545455	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397313708
KEGG_MELANOMA	ARAF(1),FGF13(1),PDGFRA(1);IGF1R(1),MDM2(3),PIK3CA(2),PIK3R5(1)	5	3	5	6	0.375	0.545454545455	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397313708
KEGG_PROPANOATE_METABOLISM	ALDH3A2(1),MUT(1),SUCLG1(1);ALDH6A1(2),HADHA(3),SUCLG2(1)	5	3	5	6	0.375	0.545454545455	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397313708
REACTOME_HIV_LIFE_CYCLE	SUPT4H1(1),TAF1(1),TAF11(1);CCNT1(2),CCR5(1),GTF2E2(2),NUP155(1)	5	3	5	6	0.375	0.545454545455	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397313708
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	CACNB3(1),FNBP1L(1),RIMS1(1);ACHE(1),GRIK1(1),GRIP2(1),MDM2(3),SLC1A3(1),SLC5A7(1)	5	3	5	6	0.375	0.545454545455	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397313708
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	COL1A2(1),ITGA3(1),L1CAM(1),SIRPA(1),SLC7A6(1);COL1A1(1),ITGA4(2),PF4V1(1),PIK3CA(2),PROC(1),PTPN6(1),YES1(1)	4	4	4	7	0.5	0.636363636364	1.69829863722567	0.449432404540764	0.594395310482819	0.33016746865434
BIOCARTA_DEATH_PATHWAY	DFFB(1),NFKB1(1);TNFRSF10A(1),TRAF2(3)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_ADHERENS_JUNCTION	ERBB2(1),TGFBR2(1);CSNK2A2(1),IGF1R(1),PTPN6(1),TGFBR1(3),WASF1(1),YES1(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	NFKB1(1),SYK(1);BLNK(1),PIK3CA(2),PIK3R5(1),PTPN6(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_CITRATE_CYCLE_TCA_CYCLE	PDHA2(1),SUCLG1(1);ACO1(1),IDH3A(2),SUCLG2(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_FATTY_ACID_METABOLISM	ADH4(1),ALDH3A2(1);ECI1(1),HADHA(3)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_HOMOLOGOUS_RECOMBINATION	RAD54L(1),RPA1(1);RAD51C(1),RPA4(3)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_LEISHMANIASIS	JAK2(1),NFKB1(1);ITGA4(2),NCF2(2),PTPN6(1),TGFB2(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_PEROXISOME	CRAT(1),PEX11A(1);ABCD3(1),AGXT(1),CRAT(1),DAO(1),PEX7(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_RENAL_CELL_CARCINOMA	ARAF(1),EGLN3(1);PIK3CA(2),PIK3R5(1),TGFB2(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_TRYPTOPHAN_METABOLISM	ALDH3A2(1),TPH2(1);HADHA(3),TPH2(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	POLA2(1),RPA1(1);POLE2(1),RPA4(3)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	FBXW10(1),LONP2(1);CCT3(1),FBXW5(1),FBXW9(1),KIF13A(1),SPHK1(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
REACTOME_CHAPERONIN_MEDIATED_PROTEIN_FOLDING	FBXW10(1),LONP2(1);CCT3(1),FBXW5(1),FBXW9(1),KIF13A(1),SPHK1(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
REACTOME_DNA_REPAIR	MUTYH(1),RPA1(1);CCNO(3),POLE2(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
REACTOME_DNA_REPLICATION_PRE_INITIATION	POLA2(1),RPA1(1);POLE2(1),RPA4(3)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	CLP1(1),PABPN1(1);CLP1(1),HNRNPR(1),NUP155(1),SLBP(2)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	PDX1(2),RPL35A(1);HNF1A(1),RPL7(2),RPS16(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
SIG_CHEMOTAXIS	ITPR1(1),ITPR2(1);PIK3CA(2),RHO(1),WASF1(1)	6	2	7	4	0.25	0.363636363636	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	CRAT(1),LASS5(1),MVD(2),PEX11A(1);CRAT(1),EBP(1),ECI1(1),HADHA(3),PNLIP(1),SCARB1(2),SGPP2(1),SPHK1(1),STAR(1),UCP1(1)	3	5	3	8	0.625	0.727272727273	1.56010065271436	0.506191950464396	0.473511654252867	0.355835363300989
KEGG_ENDOCYTOSIS	CAV3(1),F2R(1),FAM125B(1),FGFR2(1),IL2RA(1),PDGFRA(1),PRKCZ(1),RAB11FIP5(1),SMAD7(1),TFRC(1),TGFBR2(1),VPS37A(1),VPS37C(1);CCR5(1),GIT2(1),HGS(1),IGF1R(1),MDM2(3),SMAD7(2),STAMBP(1),TGFB2(1),TGFBR1(3),VPS37C(1)	2	6	2	9	0.75	0.818181818182	1.46769640493625	0.574303405572755	0.359924234451439	0.405651268743248
KEGG_MAPK_SIGNALING_PATHWAY	CACNB3(1),DUSP2(2),DUSP5(1),FGF13(1),FGFR2(1),NFKB1(1),NFKB2(1),NTRK2(1),PDGFRA(1),PLA2G2D(1),RRAS(1),TGFBR2(1);DUSP5(1),PLA2G6(1),TGFB2(1),TGFBR1(3),TRAF2(3)	2	6	2	9	0.75	0.818181818182	1.46769640493625	0.574303405572755	0.359924234451439	0.405651268743248
REACTOME_GENE_EXPRESSION	CLP1(1),NR0B1(1),PABPN1(1),PARS2(2),QARS(1),RORB(1),RPL35A(1),SUPT4H1(1),TAF1(1),TAF11(1),TARS2(1),YARS2(1);CCNT1(2),CLP1(1),EIF3A(1),GTF2E2(2),HNRNPR(1),IARS2(1),KAT2B(1),NARS2(2),NR0B1(1),NR1D2(1),NUP155(1),QARS(1),RPL7(2),RPS16(1),SLBP(2)	2	6	2	9	0.75	0.818181818182	1.46769640493625	0.574303405572755	0.359924234451439	0.405651268743248
KEGG_CHAGAS_DISEASE_AMERICAN_TRYPANOSOMIASIS	C1QB(1),NFKB1(1),TGFBR2(1);PIK3CA(2),PIK3R5(1),TGFB2(1),TGFBR1(3)	5	3	6	5	0.375	0.454545454545	1.36508267462688	0.550567595459236	0.346730597781645	0.406938358292867
KEGG_COLORECTAL_CANCER	APC2(1),ARAF(1),TGFBR2(1);PIK3CA(2),PIK3R5(1),TGFB2(1),TGFBR1(3)	5	3	6	5	0.375	0.454545454545	1.36508267462688	0.550567595459236	0.346730597781645	0.406938358292867
KEGG_NOTCH_SIGNALING_PATHWAY	DVL3(1),MFNG(1),PSEN2(1);HES5(1),KAT2B(1),PSEN2(3)	5	3	6	5	0.375	0.454545454545	1.36508267462688	0.550567595459236	0.346730597781645	0.406938358292867
KEGG_TOXOPLASMOSIS	IL10RA(1),JAK2(1),NFKB1(1),PLA2G2D(1);CCR5(1),PIK3CA(2),PIK3R5(1),PLA2G6(1),PPIF(1),TGFB2(1)	5	3	6	5	0.375	0.454545454545	1.36508267462688	0.550567595459236	0.346730597781645	0.406938358292867
KEGG_TYPE_II_DIABETES_MELLITUS	PDX1(2),PRKCZ(1);MTOR(1),PIK3CA(2),PIK3R5(1),SLC2A4(1)	5	3	6	5	0.375	0.454545454545	1.36508267462688	0.550567595459236	0.346730597781645	0.406938358292867
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	ALDH3A2(1),MCCC1(1),MUT(1);ALDH6A1(2),HADHA(3)	5	3	6	5	0.375	0.454545454545	1.36508267462688	0.550567595459236	0.346730597781645	0.406938358292867
REACTOME_BIOLOGICAL_OXIDATIONS	ADH4(1),CYP3A7(1),GSTA2(1);CYP27B1(1),FMO1(1),GSTO1(1),TBXAS1(1),UGT1A3(2)	5	3	6	5	0.375	0.454545454545	1.36508267462688	0.550567595459236	0.346730597781645	0.406938358292867
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	SUPT4H1(1),TAF1(1),TAF11(1);CCNT1(2),GTF2E2(2),NUP155(1)	5	3	6	5	0.375	0.454545454545	1.36508267462688	0.550567595459236	0.346730597781645	0.406938358292867
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	ONECUT3(1),PDX1(2),RPL35A(1);HNF1A(1),PTF1A(1),RPL7(2),RPS16(1)	5	3	6	5	0.375	0.454545454545	1.36508267462688	0.550567595459236	0.346730597781645	0.406938358292867
BIOCARTA_AKT_PATHWAY	NFKB1(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_AT1R_PATHWAY	AGTR1(1);AGTR1(1),PTK2B(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_CDC42RAC_PATHWAY	PDGFRA(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_FAS_PATHWAY	DFFB(1);LMNB1(1),PARP1(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_FCER1_PATHWAY	SYK(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_FMLP_PATHWAY	NFKB1(1);NCF2(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_GLEEVEC_PATHWAY	JAK2(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_HCMV_PATHWAY	NFKB1(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_NO2IL12_PATHWAY	JAK2(1);CCR5(1),CXCR3(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_PDGF_PATHWAY	PDGFRA(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_RAS_PATHWAY	NFKB1(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
BIOCARTA_TCR_PATHWAY	NFKB1(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	ALDH3A2(1);UGT1A3(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
KEGG_BASE_EXCISION_REPAIR	MUTYH(1);PARP1(1),POLE2(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	CYP3A7(1);UGT1A3(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
KEGG_OTHER_TYPES_OF_O_GLYCAN_BIOSYNTHESIS	MFNG(1);UGT1A3(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
KEGG_PPAR_SIGNALING_PATHWAY	SLC27A4(1);ILK(1),UCP1(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
KEGG_SPLICEOSOME	TCERG1(1),U2SURP(1);PLRG1(1),TCERG1(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
KEGG_TYROSINE_METABOLISM	ADH4(1);PNMT(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	MCCC1(1);ALDH6A1(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	CYP3A7(1);CYP27B1(1),TBXAS1(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	FGFR2(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_DOWN_STREAM_SIGNAL_TRANSDUCTION	PDGFRA(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_DOWNSTREAM_TCR_SIGNALING	NFKB1(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_HIV1_TRANSCRIPTION_ELONGATION	SUPT4H1(1);CCNT1(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_PHASE_II_CONJUGATION	GSTA2(1);GSTO1(1),UGT1A3(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_PI3K_CASCADE	FGFR2(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_RNA_POLYMERASE_I_III_AND_MITOCHONDRIAL_TRANSCRIPTION	GTF3A(1);HIST1H2AB(1),KAT2B(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_SIGNALING_BY_BMP	SMAD7(1);SMAD7(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_SPHINGOLIPID_METABOLISM	LASS5(1);SGPP2(1),SPHK1(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_TAT_MEDIATED_HIV1_ELONGATION_ARREST_AND_RECOVERY	SUPT4H1(1);CCNT1(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
REACTOME_TCR_SIGNALING	NFKB1(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	PFN2(1);RHO(1),WASF1(1)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
ST_INTERLEUKIN_4_PATHWAY	JAK2(1);PIK3CA(2)	7	1	9	2	0.125	0.181818181818	1.5208461261665	0.624355005159959	0.335339606242912	0.440712841686052
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	CCL25(1),CCR6(1),IFNAR1(1),IL10RA(1),IL18R1(1),IL2RA(1),IL5(1),INHBA(1),INHBE(1),MPL(2),PDGFRA(1),TGFBR2(1),TNFSF18(1);AMH(3),CCR5(1),CXCR3(1),IL25(1),MPL(1),PF4V1(1),TGFB2(1),TGFBR1(3),TNFRSF10A(1),TNFRSF10C(1)	1	7	1	10	0.875	0.909090909091	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_DOWNSTREAM_EVENTS_IN_GPCR_SIGNALING	ADCY5(1),ADRA2C(4),AGTR1(1),CCL25(1),CCR6(1),CHRM5(1),F2R(1),ITPR1(1),ITPR2(1),MC2R(1),OPRL1(1),PROKR2(1),QRFPR(1),RLN3(2);ADORA2B(1),ADRA1B(2),ADRA2C(1),AGTR1(1),ARHGEF12(1),C3AR1(1),CCR5(1),CXCR3(1),DRD1(1),DRD4(2),GLP1R(1),MCF2(1),PIK3CA(2),PIK3R5(1),RHO(1),TAAR6(1)	1	7	1	10	0.875	0.909090909091	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_HEPATITIS_C	ARAF(1),IFNAR1(1),IRF3(1),NFKB1(1),TLR3(1);CLDN23(2),OAS1(2),PIK3CA(2),PIK3R5(1),SCARB1(2),TRAF2(3)	4	4	5	6	0.5	0.545454545455	1.18851093031722	0.605025005953798	0.195917937881753	0.474501901780703
BIOCARTA_ACH_PATHWAY	MUSK(1),RAPSN(1);PIK3CA(2),PTK2B(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
BIOCARTA_NKT_PATHWAY	IL18R1(1),IL5(1);CCR5(1),CXCR3(1),TGFB2(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
BIOCARTA_NTHI_PATHWAY	NFKB1(1),TGFBR2(1);TGFBR1(3)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
BIOCARTA_P53HYPOXIA_PATHWAY	RPA1(1),TAF1(1);MDM2(3)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	CYB5R3(1),GNE(1),MPI(1),PMM2(1);GMPPB(1),MPI(1),NANS(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_BLADDER_CANCER	ARAF(1),ERBB2(1);MDM2(3)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_BUTANOATE_METABOLISM	BDH2(1),PDHA2(1);HADHA(3)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	C1QB(1),C1R(1),F2R(1),FGB(1);C3AR1(1),FGB(1),KLKB1(1),PROC(1),SERPINC1(1),SERPINF2(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_GLYCEROLIPID_METABOLISM	ALDH3A2(1),GLYCTK(1);AGPAT9(1),MOGAT3(1),PNLIP(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_N_GLYCAN_BIOSYNTHESIS	ALG9(1),MGAT4B(1);MGAT4B(1),MGAT4C(1),TUSC3(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_NON_SMALL_CELL_LUNG_CANCER	ARAF(1),ERBB2(1);PIK3CA(2),PIK3R5(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_RIBOSOME_BIOGENESIS_IN_EUKARYOTES	CIRH1A(1),NOP58(1);CSNK2A2(1),NOP58(1),RCL1(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_STEROID_HORMONE_BIOSYNTHESIS	CYP3A7(1),HSD17B6(1);AKR1C3(1),UGT1A3(2)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	IL5(1),NFKB1(1);PIK3CA(2),PIK3R5(1),PTPN6(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_TIGHT_JUNCTION	MYL2(1),PRKCZ(1),RRAS(1);CLDN23(2),CSNK2A2(1),YES1(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	RCHY1(1),RHOBTB2(1);MDM2(3)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
REACTOME_CLASS_B2_SECRETIN_FAMILY_RECEPTORS	FZD1(1),FZD7(1);GLP1R(1),WNT2B(2)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	ICAM3(1),ULBP3(1);CD96(1),ITGA4(2)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
