Row.names	PathwayMutatedGenes	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCA12Cancer_NumNonMuts	BRCA12Cancer_NumMuts	BRCAXCancer_MutationRate	BRCA12Cancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
BIOCARTA_MCALPAIN_PATHWAY	CAPN1(1),CXCR3(1);MYL2(1),TLN1(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
BIOCARTA_RACCYCD_PATHWAY	PIK3CA(2);CCNE1(1),NFKB1(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	ITGA4(2);CCL25(1),IL5(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
KEGG_OXIDATIVE_PHOSPHORYLATION	ATP6V1E2(1),ATP6V1H(1),NDUFA6(1),NDUFV1(1);COX6A2(1),NDUFA1(1),NDUFB8(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
KEGG_SHIGELLOSIS	NOD1(1),WASF1(1);NFKB1(1),PFN2(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	CCR5(1),CXCR3(1);CCL25(1),CCR6(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
REACTOME_EXTENSION_OF_TELOMERES	DNA2(1),POLE2(1);POLA2(1),RPA1(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
REACTOME_HIV1_TRANSCRIPTION_INITIATION	GTF2E2(2);TAF1(1),TAF11(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
REACTOME_MRNA_SPLICING	CLP1(1),HNRNPR(1);CLP1(1),PABPN1(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	NR0B1(1),NR1D2(1);NR0B1(1),RORB(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
REACTOME_RHO_GTPASE_CYCLE	ARHGEF12(1),MCF2(1);ARHGAP31(1),RHOBTB2(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
REACTOME_SIGNALING_BY_EGFR	HGS(1),PIK3CA(2);ADAM12(1),SPRY2(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
REACTOME_STEROID_METABOLISM	EBP(1),STAR(1);MVD(2)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
REACTOME_SYNTHESIS_OF_DNA	DNA2(1),POLE2(1);POLA2(1),RPA1(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	PIK3CA(2);ITPR1(1),ITPR2(1),SYK(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
ST_ADRENERGIC	PIK3CA(2);ITPR1(1),ITPR2(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
KEGG_CHEMOKINE_SIGNALING_PATHWAY	CCR5(1),CXCR3(1),PF4V1(1),PIK3CA(2),PIK3R5(1),PTK2B(1),SHC2(1);ADCY5(1),CCL25(1),CCR6(1),JAK2(1),NFKB1(1),PRKCZ(1)	5	6	3	5	0.545454545455	0.625	1.36508267462688	0.550567595459236	0.346730597781644	0.406938358292867
REACTOME_FORMATION_AND_MATURATION_OF_MRNA_TRANSCRIPT	CCNT1(2),CLP1(1),GTF2E2(2),HNRNPR(1);CLP1(1),PABPN1(1),SUPT4H1(1),TAF1(1),TAF11(1)	5	6	3	5	0.545454545455	0.625	1.36508267462688	0.550567595459236	0.346730597781644	0.406938358292867
REACTOME_REGULATION_OF_INSULIN_SECRETION	ADRA2C(1),GLP1R(1),IDH3A(2),NDUFA6(1),NDUFV1(1),PFKP(1),SUCLG2(1);ADCY5(1),ADRA2C(4),CACNB3(1),ENO1(1),GAPDHS(1),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFB8(1),PFKFB1(1),SUCLG1(1)	5	6	3	5	0.545454545455	0.625	1.36508267462688	0.550567595459236	0.346730597781644	0.406938358292867
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	ADORA2B(1),ADRA1B(2),ADRA2C(1),AGTR1(1),C3AR1(1),CCR5(1),CXCR3(1),DRD1(1),DRD4(2),RHO(1),TAAR6(1);ADRA2C(4),AGTR1(1),CCL25(1),CCR6(1),CHRM5(1),F2R(1),MC2R(1),OPRL1(1),PROKR2(1),QRFPR(1),RLN3(2)	2	9	1	7	0.818181818182	0.875	1.52084612616651	0.624355005159959	0.335339606242912	0.440712841686504
BIOCARTA_BCR_PATHWAY	BLNK(1);SYK(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_BIOPEPTIDES_PATHWAY	PTK2B(1);JAK2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_CARM_ER_PATHWAY	NR0B1(1);NR0B1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_CHEMICAL_PATHWAY	PARP1(1);TLN1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_EPO_PATHWAY	PTPN6(1);JAK2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_ERK_PATHWAY	IGF1R(1);PDGFRA(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_FEEDER_PATHWAY	MPI(1);MPI(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_FIBRINOLYSIS_PATHWAY	FGB(1);F2R(1),FGB(1),SERPINB2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_IL1R_PATHWAY	TGFB2(1);NFKB1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_IL3_PATHWAY	PTPN6(1);JAK2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_INFLAM_PATHWAY	TGFB2(1);IL5(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_INTEGRIN_PATHWAY	CAPN1(1);TLN1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_MYOSIN_PATHWAY	ARHGEF12(1);MYL2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_PS1_PATHWAY	HNF1A(1);FZD1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_PTDINS_PATHWAY	PFKP(1);PRKCZ(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_SPPA_PATHWAY	TBXAS1(1);F2R(1),SYK(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_UCALPAIN_PATHWAY	CAPN1(1);TLN1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
BIOCARTA_VITCB_PATHWAY	SLC2A3(1);SLC23A2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	PLA2G6(1);PLA2G2D(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_ASTHMA	RNASE3(1);IL5(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION	KLK1(1);ATP2B1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_ETHER_LIPID_METABOLISM	PLA2G6(1);PLA2G2D(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_GLUTATHIONE_METABOLISM	GSTO1(1);GSTA2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	CHPF(1);CHSY1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	ST8SIA5(1);ST6GALNAC6(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	B3GNT5(1);B3GNT1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_MALARIA	TGFB2(1);KLRB1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_PHOTOTRANSDUCTION	RHO(1);CALML5(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	IARS2(1);PDHA2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	SLC5A7(1);RIMS1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_ACTIVATED_TLR4_SIGNALLING	TLR10(1);IRF3(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_APOPTOTIC_EXECUTION_PHASE	LMNB1(1);DFFB(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_CENTROSOME_MATURATION	DCTN3(1);TSGA14(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	QARS(1);QARS(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_EGFR_DOWNREGULATION	HGS(1);SPRY2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_ELECTRON_TRANSPORT_CHAIN	NDUFA6(1),NDUFV1(1);NDUFA1(1),NDUFB8(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_GLOBAL_GENOMIC_NER	POLE2(1);RPA1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_GLUTATHIONE_CONJUGATION	GSTO1(1);GSTA2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	DCTN3(1);TSGA14(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	POLE2(1);RPA1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	TREM2(1);SEMA5A(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_PACKAGING_OF_TELOMERE_ENDS	HIST1H2AB(1);HIST3H3(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_PD1_SIGNALING	PTPN6(1);CD274(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_PEROXISOMAL_LIPID_METABOLISM	CRAT(1);CRAT(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	COL1A1(1);COL1A2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_PURINE_METABOLISM	NT5C2(1);NT5C1A(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA	UCP1(1);PEX11A(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	DNA2(1);RPA1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_REPAIR_SYNTHESIS_OF_PATCH_27_30_BASES_LONG_BY_DNA_POLYMERASE	POLE2(1);RPA1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	ARHGEF12(1),SEMA4D(1);ERBB2(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_TOLL_LIKE_RECEPTOR_4_CASCADE	TLR10(1);IRF3(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_TRANSCRIPTION_COUPLED_NER	POLE2(1);RPA1(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	SLC5A6(1);COASY(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
SA_B_CELL_RECEPTOR_COMPLEXES	BLNK(1);SYK(1)	10	1	7	1	0.0909090909091	0.125	1.40150553187629	0.678362573099415	0.239065694772613	0.474106492789594
KEGG_CELL_ADHESION_MOLECULES_CAMS	CLDN23(2),ITGA4(2),NLGN2(1);CD274(1),CNTNAP1(1),ICAM3(1),L1CAM(1),NCAM2(1)	6	5	4	4	0.454545454545	0.5	1.18851093031722	0.605025005953799	0.195917937881753	0.474501901780557
KEGG_PANCREATIC_CANCER	PIK3CA(2),PIK3R5(1),TGFB2(1),TGFBR1(3);ARAF(1),ERBB2(1),NFKB1(1),TGFBR2(1)	6	5	4	4	0.454545454545	0.5	1.18851093031722	0.605025005953799	0.195917937881753	0.474501901780557
BIOCARTA_TOB1_PATHWAY	TGFB2(1),TGFBR1(3);IL2RA(1),TGFBR2(1),TOB2(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
Byers_EMT	CARD6(1),GALNT3(1),GPR56(1),ST14(2);KRT19(1),TACSTD2(1),TMEM30B(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	IARS2(1),NARS2(2),QARS(1);PARS2(2),QARS(1),TARS2(1),YARS2(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
KEGG_AMOEBIASIS	COL1A1(1),PIK3CA(2),PIK3R5(1),TGFB2(1);COL1A2(1),NFKB1(1),SERPINB2(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	PIK3CA(2),PIK3R5(1),PLA2G6(1);IL5(1),PLA2G2D(1),SYK(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
KEGG_JAK_STAT_SIGNALING_PATHWAY	MPL(1),PIK3CA(2),PIK3R5(1),PTPN6(1);IFNAR1(1),IL10RA(1),IL2RA(1),IL5(1),JAK2(1),MPL(2),SPRY2(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_COLLAGEN_MEDIATED_ACTIVATION_CASCADE	COL1A1(1),PIK3CA(2),PIK3R5(1);COL1A2(1),PRKCZ(1),SYK(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS	CCNT1(2),CLP1(1),HNRNPR(1);CLP1(1),PABPN1(1),SUPT4H1(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_G1_S_TRANSITION	POLE2(1),RPA4(3);CCNE1(1),CDC25A(1),POLA2(1),RPA1(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	ADORA2B(1),DRD1(1),GLP1R(1),TAAR6(1);ADCY5(1),MC2R(1),RLN3(2)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_METABOLISM_OF_CARBOHYDRATES	NUP155(1),PFKP(1),SLC2A3(1),SLC2A4(1);ENO1(1),GAPDHS(1),PFKFB1(1),SLC37A4(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	IARS2(1),NARS2(2),QARS(1);PARS2(2),QARS(1),TARS2(1),YARS2(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_PLATELET_ACTIVATION_TRIGGERS	COL1A1(1),PIK3CA(2),PIK3R5(1);COL1A2(1),F2R(1),PRKCZ(1),SYK(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	PIGG(1),PIGW(1),PROC(1),PROZ(1);PIGF(1),PIGL(1),PIGM(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	CCNT1(2),GTF2E2(2);SUPT4H1(1),TAF1(1),TAF11(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_TRNA_AMINOACYLATION	IARS2(1),NARS2(2),QARS(1);PARS2(2),QARS(1),TARS2(1),YARS2(1)	7	4	5	3	0.363636363636	0.375	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
BIOCARTA_ACH_PATHWAY	PIK3CA(2),PTK2B(1);MUSK(1),RAPSN(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
BIOCARTA_NKT_PATHWAY	CCR5(1),CXCR3(1),TGFB2(1);IL18R1(1),IL5(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
BIOCARTA_NTHI_PATHWAY	TGFBR1(3);NFKB1(1),TGFBR2(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
BIOCARTA_P53HYPOXIA_PATHWAY	MDM2(3);RPA1(1),TAF1(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	GMPPB(1),MPI(1),NANS(1);CYB5R3(1),GNE(1),MPI(1),PMM2(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_AXON_GUIDANCE	ABLIM3(1),ARHGEF12(1),EPHA6(1),FES(1),ROBO1(1),ROBO2(1),SEMA4D(1),SEMA4G(2);ABLIM3(1),L1CAM(1),PLXNB2(1),ROBO1(2),SEMA3G(1),SEMA5A(1)	4	7	3	5	0.636363636364	0.625	0.954861029329092	0.703381757561324	-0.0506985830210896	0.999269784222404
KEGG_BLADDER_CANCER	MDM2(3);ARAF(1),ERBB2(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_BUTANOATE_METABOLISM	HADHA(3);BDH2(1),PDHA2(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	C3AR1(1),FGB(1),KLKB1(1),PROC(1),SERPINC1(1),SERPINF2(1);C1QB(1),C1R(1),F2R(1),FGB(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_GLYCEROLIPID_METABOLISM	AGPAT9(1),MOGAT3(1),PNLIP(1);ALDH3A2(1),GLYCTK(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_HEPATITIS_C	CLDN23(2),OAS1(2),PIK3CA(2),PIK3R5(1),SCARB1(2),TRAF2(3);ARAF(1),IFNAR1(1),IRF3(1),NFKB1(1),TLR3(1)	5	6	4	4	0.545454545455	0.5	0.841388980522959	0.74505834722553	-0.195917937881753	0.999269784222404
KEGG_N_GLYCAN_BIOSYNTHESIS	MGAT4B(1),MGAT4C(1),TUSC3(1);ALG9(1),MGAT4B(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_NON_SMALL_CELL_LUNG_CANCER	PIK3CA(2),PIK3R5(1);ARAF(1),ERBB2(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	INPP5A(3),IPPK(1),PIK3CA(2),PIK3R5(1);CALML5(1),INPP5E(1),ITPR1(1),ITPR2(1),PI4K2B(1)	4	7	3	5	0.636363636364	0.625	0.954861029329092	0.703381757561324	-0.0506985830210896	0.999269784222404
KEGG_PROSTATE_CANCER	IGF1R(1),MDM2(3),MTOR(1),PIK3CA(2),PIK3R5(1);ARAF(1),CCNE1(1),CREB3L4(1),ERBB2(1),FGFR2(1),NFKB1(1),PDGFRA(1)	4	7	3	5	0.636363636364	0.625	0.954861029329092	0.703381757561324	-0.0506985830210896	0.999269784222404
KEGG_RIBOSOME_BIOGENESIS_IN_EUKARYOTES	CSNK2A2(1),NOP58(1),RCL1(1);CIRH1A(1),NOP58(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_STEROID_HORMONE_BIOSYNTHESIS	AKR1C3(1),UGT1A3(2);CYP3A7(1),HSD17B6(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	PIK3CA(2),PIK3R5(1),PTPN6(1);IL5(1),NFKB1(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_TGF_BETA_SIGNALING_PATHWAY	AMH(3),SMAD7(2),TGFB2(1),TGFBR1(3);FST(1),INHBA(1),INHBE(1),SMAD7(1),TGFBR2(1)	4	7	3	5	0.636363636364	0.625	0.954861029329092	0.703381757561324	-0.0506985830210896	0.999269784222404
KEGG_TIGHT_JUNCTION	CLDN23(2),CSNK2A2(1),YES1(1);MYL2(1),PRKCZ(1),RRAS(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	MDM2(3);RCHY1(1),RHOBTB2(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	ADRA1B(2),ADRA2C(1),DRD1(1),DRD4(2),TAAR6(1);ADRA2C(4),CHRM5(1)	4	7	3	5	0.636363636364	0.625	0.954861029329092	0.703381757561324	-0.0506985830210896	0.999269784222404
REACTOME_CLASS_B2_SECRETIN_FAMILY_RECEPTORS	GLP1R(1),WNT2B(2);FZD1(1),FZD7(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	CD96(1),ITGA4(2);ICAM3(1),ULBP3(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
REACTOME_INSULIN_SYNTHESIS_AND_SECRETION	RPL7(2),RPS16(1);PDX1(2),RPL35A(1),SRP14(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS	CYP27B1(1),FMO1(1),TBXAS1(1);ADH4(1),CYP3A7(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	PSEN2(3);NFKB1(1),PSEN2(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
REACTOME_SIGNALING_BY_PDGF	COL1A1(1),PIK3CA(2);COL1A2(1),PDGFRA(1)	8	3	6	2	0.272727272727	0.25	0.894393277183821	0.733230134158927	-0.111075030216797	0.999269784222404
